Name,Gender,Position,Height,Weight,Arm Length (inches),Hand Size (inches),Wingspan (inches),Max Velocity (mph),Arm Strength Velocity (mph),Arm Strength Distance (yards),Catch Radius (feet),3 Cone Drill (sec),20 Yard Shuttle (sec),40 Yard Dash (sec),10 Yard Split (sec),Bench Reps at 225,1 Rep Max Press (lbs),1 Rep Max Squat (lbs),Power Clean (lbs),Vertical Jump (inches),Broad Jump (feet),Positions Played,Field Goal Distance (yards),Field Goal Accuracy (%),Field Goal Consistency (avg misses),Punt Distance (yards),Punt Hang Time (seconds),Punt Accuracy (%),Punt Consistency (yards)
Connor Anderson,Male,Defensive Lineman,5.83,333,34.3,10.0,73.3,19.2,69.5,69.2,14.0,6.04,4.55,4.4,1.64,12,480,338,237,36.0,9.2,4,17,0.88,1.3,67,3.06,0.45,55
Tristan Hudson,Male,Wide Receiver,6.25,153,33.8,8.7,84.5,19.7,61.7,70.0,12.1,5.92,4.02,4.84,1.37,18,312,394,344,22.8,8.0,3,43,0.66,1.1,29,4.49,0.43,44
Daniel Jensen,Male,Defensive Lineman,5.42,250,33.7,7.6,69.2,18.3,54.5,74.3,7.6,6.1,3.54,5.17,1.75,21,451,520,481,27.8,11.9,3,30,0.75,1.8,48,3.98,0.42,40
Adam Good,Male,Punter,5.17,153,30.8,10.2,65.4,22.0,63.7,49.2,7.9,6.99,4.19,4.97,1.53,5,309,609,310,20.6,11.8,4,65,0.58,0.2,60,4.86,0.36,60
Benjamin Mcgee,Male,Tight End,5.58,305,28.1,8.0,77.3,17.5,57.6,67.9,8.9,6.86,4.44,4.2,1.42,15,502,491,430,28.8,10.8,1,38,0.86,1.7,53,5.5,0.47,57
Jeremy Ramirez,Male,Defensive Lineman,6.58,150,33.2,10.2,68.2,23.2,68.6,72.2,6.5,7.7,4.2,4.64,1.53,6,252,533,465,39.7,9.2,4,23,0.79,1.0,63,4.09,0.4,41
Brian Young,Male,Punter,6.75,284,37.0,9.8,80.8,22.1,64.5,47.9,8.4,7.66,4.49,5.1,1.38,16,362,648,324,31.2,10.4,4,26,0.69,0.5,55,4.72,0.48,30
Kyle Porter,Male,Punter,6.67,322,33.4,7.8,76.2,20.6,57.9,55.5,13.6,7.12,5.31,5.03,1.43,41,252,455,268,43.4,7.8,4,23,0.72,0.5,61,4.99,0.38,39
Michael Velasquez,Male,Linebacker,6.58,246,25.0,8.4,78.6,17.1,65.9,49.5,7.2,6.57,4.45,4.62,1.9,17,288,537,414,41.9,7.5,1,51,0.64,1.6,68,3.35,0.34,45
James Barrett,Male,Tight End,5.92,170,30.3,8.7,72.9,24.0,62.4,56.1,5.2,5.55,3.79,4.79,1.48,32,325,744,495,41.7,12.0,1,56,0.89,1.3,45,5.5,0.3,60
Aaron White,Male,Quarterback,5.0,180,34.5,9.4,74.1,21.4,58.2,51.1,11.3,6.13,3.96,5.21,1.73,14,458,689,296,23.7,12.9,3,55,0.95,1.7,45,3.35,0.42,34
Jonathan Hall,Male,Running Back,5.33,346,38.7,8.7,72.9,18.8,65.5,55.6,11.1,6.74,3.67,5.5,1.77,37,359,330,289,20.2,11.5,3,16,0.7,0.3,27,4.0,0.4,56
Kevin Mason,Male,Linebacker,6.5,201,39.2,8.7,82.0,21.0,61.9,56.4,8.2,5.74,5.46,5.25,1.65,8,549,335,210,39.1,6.6,2,56,0.6,2.4,28,3.26,0.31,39
Michael Jones,Male,Punter,5.25,248,28.6,8.8,82.9,18.9,65.8,51.1,12.7,7.0,3.63,4.79,1.54,11,350,683,414,41.9,6.5,4,33,0.85,2.0,43,3.07,0.41,30
John Cox,Male,Offensive Lineman,6.42,269,34.0,8.9,76.3,21.5,54.4,59.5,6.2,7.41,4.18,4.25,1.33,22,368,643,302,36.4,8.8,4,63,0.84,0.4,47,4.96,0.45,53
Michael Osborne,Male,Quarterback,6.17,276,26.3,9.3,78.7,23.6,58.1,44.7,14.2,6.78,4.84,4.34,1.74,38,427,584,330,38.4,11.1,2,42,0.67,1.5,45,4.16,0.37,39
Antonio Gonzalez,Male,Running Back,5.25,261,32.3,8.1,83.9,21.8,55.3,40.7,12.5,7.15,4.66,5.35,1.59,31,251,537,348,40.2,9.6,1,19,0.82,0.8,73,3.36,0.25,46
Phillip Solomon,Male,Running Back,5.33,234,36.3,8.7,81.6,19.2,62.0,68.0,11.0,6.1,4.84,4.43,1.52,22,495,523,289,26.1,7.2,2,33,0.59,2.7,52,4.51,0.33,51
Michael Guerrero,Male,Tight End,5.33,277,35.0,8.2,77.3,17.6,50.8,73.2,10.3,7.66,5.39,5.34,1.77,27,436,319,441,41.5,9.3,3,27,0.72,2.7,60,4.58,0.31,51
Brandon Davis,Male,Offensive Lineman,6.42,267,37.2,7.8,67.4,23.1,64.8,66.5,13.1,7.97,5.3,5.23,1.86,39,336,308,491,38.4,7.6,1,62,0.7,0.5,75,3.73,0.44,35
David Edwards,Male,Running Back,5.17,239,33.9,9.9,84.5,17.6,67.6,64.6,6.7,7.42,5.38,4.98,1.38,32,476,538,334,31.5,8.6,4,36,0.88,1.7,45,3.27,0.47,53
John Phillips,Male,Running Back,6.25,274,35.5,10.1,66.1,24.4,54.4,73.6,6.8,6.82,4.15,4.65,1.8,14,421,322,350,33.2,6.3,4,37,0.69,0.2,39,4.62,0.32,43
Cody White,Male,Linebacker,5.42,269,28.3,8.9,75.9,22.8,58.9,61.5,9.9,5.87,3.96,4.6,1.74,38,302,398,443,21.2,12.3,2,50,0.63,2.7,34,5.37,0.4,38
Christopher Mckinney,Male,Linebacker,5.0,294,26.1,8.0,68.5,21.3,58.3,59.5,9.6,5.84,4.61,5.1,1.82,33,267,371,478,27.6,7.7,1,60,0.67,2.2,54,3.34,0.31,30
Jesus Lee,Male,Punter,5.75,233,39.4,8.9,70.0,19.6,69.5,53.1,13.0,6.05,4.57,5.26,1.73,18,288,352,474,23.4,10.0,4,47,0.62,1.2,38,3.97,0.38,44
Richard Long,Male,Wide Receiver,6.0,284,30.4,8.6,75.3,19.5,60.7,41.8,8.9,7.16,4.31,5.27,1.8,14,341,491,361,35.8,10.8,3,36,0.56,1.6,72,3.13,0.29,35
Brian Edwards,Male,Quarterback,5.75,206,31.1,7.9,83.2,24.8,54.7,63.2,7.1,6.05,4.81,5.18,1.91,29,446,745,416,23.6,8.2,3,29,0.59,0.8,47,3.4,0.41,41
Xavier Bates,Male,Quarterback,6.42,197,29.5,8.5,71.2,22.3,54.3,71.2,5.6,7.46,4.38,4.33,1.72,32,459,314,444,25.4,11.6,3,22,0.94,1.4,43,3.61,0.5,55
Peter Harris,Male,Quarterback,5.0,304,33.9,9.8,76.6,19.9,67.1,73.2,5.8,7.2,3.83,5.3,1.64,25,378,480,493,29.5,8.3,4,64,0.94,1.1,32,3.85,0.27,43
Joshua Scott,Male,Offensive Lineman,6.58,274,37.4,9.2,65.8,21.7,59.5,54.3,13.1,7.74,5.27,4.77,1.49,42,549,736,418,29.9,10.8,3,61,0.79,2.0,48,3.16,0.48,33
Nathan Green,Male,Cornerback,6.67,347,37.7,7.9,75.0,19.0,57.7,62.4,14.4,6.87,5.18,4.57,1.33,36,373,498,374,26.6,12.4,1,39,0.75,2.8,73,4.41,0.48,48
Tom Lopez,Male,Linebacker,5.33,341,28.2,10.2,67.2,24.1,62.1,73.9,10.6,5.99,4.81,4.22,1.9,24,389,467,210,36.8,11.4,2,53,0.65,1.5,37,4.86,0.39,55
Steven Chambers,Male,Running Back,6.17,215,35.2,7.7,75.5,17.2,51.0,54.4,6.7,6.04,4.94,4.73,1.56,28,309,404,336,41.7,11.0,1,20,0.77,2.7,63,4.52,0.49,38
Randy Steele,Male,Running Back,5.25,321,34.4,8.6,73.0,20.9,60.9,57.6,14.6,6.35,4.69,4.31,1.94,28,434,348,480,23.6,12.6,4,36,0.92,2.5,30,4.06,0.46,60
Ryan Lopez,Male,Cornerback,6.75,209,30.4,9.2,72.5,22.3,57.0,60.6,12.0,6.23,4.58,4.95,1.45,11,437,618,235,38.4,9.5,1,12,0.71,0.5,72,4.33,0.26,47
Stephen Robinson,Male,Offensive Lineman,5.17,150,28.0,9.6,71.1,17.6,67.9,68.6,14.2,6.18,3.56,4.77,1.48,17,375,627,439,30.5,10.8,1,57,0.71,2.9,39,4.87,0.42,39
Manuel Acosta,Male,Cornerback,5.75,243,34.8,10.0,75.5,22.0,54.1,47.1,13.8,6.5,3.75,4.22,1.98,8,289,688,341,25.1,6.5,4,52,0.71,1.3,30,4.38,0.29,47
William Patel,Male,Defensive Lineman,6.58,250,30.7,10.0,69.6,20.6,51.2,49.3,9.5,7.72,3.51,4.97,1.87,7,412,478,234,35.5,12.6,4,48,0.93,1.9,30,4.86,0.35,56
Robert Smith,Male,Linebacker,6.25,189,26.8,8.5,84.7,20.0,52.4,41.1,5.0,6.95,5.44,4.95,1.82,27,450,376,341,21.4,11.2,3,45,0.55,0.5,66,3.95,0.42,45
Kenneth Trevino,Male,Offensive Lineman,6.0,255,29.6,10.0,83.1,20.6,54.1,41.9,5.5,7.5,4.21,5.13,1.79,16,399,507,434,21.6,11.0,3,15,0.63,1.0,30,4.56,0.34,34
Ricky Ross,Male,Safety,6.58,301,36.7,8.1,82.1,21.9,53.6,56.9,9.7,7.43,3.61,5.47,1.58,33,330,374,358,41.7,11.9,3,40,0.78,0.3,57,3.46,0.45,30
Anthony Gonzalez,Male,Punter,5.08,205,28.2,8.7,75.9,17.0,58.9,68.1,9.1,7.24,3.73,5.33,1.78,15,428,667,243,27.6,9.4,3,58,0.62,1.0,58,4.37,0.4,37
Sean Young,Male,Quarterback,5.25,186,26.0,8.9,68.5,19.0,63.4,54.9,10.4,7.14,4.99,5.04,1.48,45,320,578,362,39.6,6.0,1,47,0.82,2.0,70,5.49,0.32,46
Corey Tanner,Male,Tight End,5.42,257,38.7,9.6,69.3,24.3,68.6,50.8,6.2,6.96,4.8,4.71,1.65,26,424,726,390,30.3,10.8,3,11,0.73,0.5,32,4.16,0.37,47
Samuel Chang,Male,Linebacker,5.92,283,31.6,9.3,82.7,23.4,58.6,59.6,11.0,7.57,5.3,4.66,1.89,34,449,439,456,23.5,13.0,3,48,0.92,2.4,36,5.09,0.33,60
Chris Prince,Male,Wide Receiver,5.83,284,26.7,10.4,67.7,19.6,57.9,40.2,7.9,6.5,4.19,4.54,1.42,25,427,504,452,32.7,12.4,2,41,0.89,0.7,43,4.03,0.3,49
Russell Pittman,Male,Safety,6.75,163,25.2,9.5,73.4,22.7,52.3,67.1,13.4,7.59,5.4,5.26,1.98,42,384,474,477,22.4,9.3,3,26,0.66,1.2,25,3.22,0.3,30
Shaun Young,Male,Tight End,5.42,320,39.0,9.4,75.3,20.5,62.9,47.8,12.2,7.15,3.65,5.44,1.84,34,327,566,280,43.4,11.4,2,57,0.62,2.6,69,3.71,0.29,60
John Hill,Male,Cornerback,6.92,255,38.3,9.5,72.3,20.0,60.4,62.9,14.4,7.85,4.13,5.29,1.34,21,286,361,306,32.7,7.2,4,55,0.72,1.9,67,4.18,0.44,39
Alan Carroll,Male,Running Back,5.42,321,36.4,7.7,76.9,18.5,52.8,73.5,8.0,6.16,4.24,4.28,1.32,5,269,669,243,39.6,12.0,1,24,0.63,2.8,45,5.34,0.33,33
Wyatt Mathews,Male,Cornerback,5.67,270,37.3,9.9,71.7,24.2,57.8,61.4,12.1,7.88,5.45,5.47,1.54,17,304,721,285,33.3,10.1,4,11,0.69,2.2,69,5.08,0.25,41
John Todd,Male,Kicker,5.83,343,31.4,10.0,65.1,23.4,62.6,67.7,10.8,7.9,3.54,4.69,1.58,21,324,508,238,22.2,8.6,2,29,0.6,1.5,61,3.41,0.45,43
Daniel Davis,Male,Defensive Lineman,6.25,305,27.6,8.3,81.2,22.3,62.2,59.8,10.7,7.56,4.15,4.87,1.31,28,484,725,459,37.6,8.7,2,19,0.57,2.0,51,3.78,0.25,31
John Parker,Male,Defensive Lineman,6.0,294,26.7,9.4,70.4,23.4,53.5,52.3,14.5,6.89,4.49,4.44,1.78,33,302,734,226,23.6,9.4,3,22,0.65,1.0,70,4.56,0.32,53
Collin Collins,Male,Cornerback,5.33,159,39.7,10.2,69.2,19.8,52.6,40.9,14.6,6.99,4.18,4.42,1.69,14,503,705,282,27.5,6.0,3,54,0.63,3.0,56,4.66,0.41,35
Matthew Cruz,Male,Punter,6.75,283,30.2,8.5,67.2,18.2,59.2,59.0,5.1,7.37,4.71,4.5,1.74,27,518,320,486,23.6,6.6,1,64,0.91,1.6,37,4.96,0.35,57
Donald Williams,Male,Safety,5.17,164,36.9,8.1,71.9,23.1,65.8,47.8,12.8,6.97,3.87,4.89,1.65,13,314,435,337,35.9,7.6,4,13,0.67,2.2,45,3.4,0.27,45
Samuel Walker,Male,Safety,6.17,187,39.1,10.5,70.5,23.9,61.0,66.1,10.8,8.0,3.79,4.42,1.36,27,533,423,307,23.3,6.1,3,23,0.9,1.9,43,4.36,0.48,60
Jeffrey Coleman,Male,Linebacker,6.17,343,35.1,7.6,84.8,19.7,50.2,63.2,10.1,7.35,5.06,5.41,1.58,6,290,693,269,36.2,8.3,3,36,0.79,0.5,45,5.16,0.25,58
Michael Lopez,Male,Offensive Lineman,5.42,301,39.7,7.7,81.7,24.8,50.2,59.7,6.1,6.55,4.39,4.44,1.72,12,493,504,283,37.9,11.3,1,41,0.65,2.1,60,3.41,0.37,56
John Harmon,Male,Quarterback,5.5,236,37.3,9.6,73.6,22.0,67.4,49.3,9.1,7.44,5.12,4.78,1.74,35,477,454,493,40.3,10.4,2,40,0.59,1.6,40,4.33,0.4,49
Patrick Mitchell,Male,Running Back,5.17,212,36.7,9.2,68.8,22.0,63.7,67.4,7.1,5.67,5.14,5.0,1.37,16,500,693,213,36.8,6.9,3,54,0.58,0.2,28,4.44,0.37,31
Joshua Bennett,Male,Offensive Lineman,6.08,322,30.4,7.9,77.6,24.1,53.8,66.3,6.3,6.2,3.59,4.62,1.65,26,250,480,393,24.2,9.6,3,48,0.8,2.5,31,3.58,0.48,39
Kyle Castro,Male,Kicker,6.5,327,35.9,10.3,65.1,19.3,51.1,71.5,13.7,7.13,4.07,4.38,1.67,21,506,319,434,28.1,6.9,1,46,0.79,0.9,71,5.18,0.36,33
Carl Johnson,Male,Linebacker,6.08,155,34.2,7.9,80.1,16.2,55.6,67.5,9.1,7.12,5.25,4.94,1.6,18,270,491,216,25.8,7.1,4,28,0.56,1.6,53,5.09,0.3,46
Gregory Dawson,Male,Quarterback,5.42,201,30.8,8.3,82.9,18.5,61.7,43.3,5.8,6.39,5.39,4.88,1.67,33,499,666,396,44.2,7.0,4,65,0.66,1.4,71,5.41,0.48,48
Joseph Butler,Male,Linebacker,6.17,300,30.6,10.5,67.1,16.8,54.7,67.9,7.8,6.64,3.76,4.25,1.69,29,308,604,339,27.4,7.5,4,48,0.72,2.7,53,4.07,0.26,35
Samuel Bush,Male,Safety,6.75,289,28.2,8.5,66.7,19.4,66.2,65.0,5.5,5.86,3.65,4.26,1.72,12,537,529,477,26.7,11.7,4,45,0.9,0.1,66,3.31,0.45,40
Robert Wright,Male,Punter,5.67,200,29.0,10.0,79.0,24.3,62.4,64.2,13.2,6.52,4.93,5.25,1.94,9,258,377,255,37.8,8.3,2,15,0.75,0.1,35,4.36,0.46,34
Tyler Smith,Male,Cornerback,6.83,216,34.9,9.9,78.1,22.0,65.3,64.5,12.4,5.78,4.58,4.67,1.46,36,530,553,425,24.5,11.1,3,42,0.92,0.7,29,3.12,0.29,41
Douglas Sanchez,Male,Kicker,6.25,194,37.1,7.6,79.0,17.3,70.0,52.2,12.2,7.14,4.02,4.39,1.82,44,418,700,253,32.0,11.5,1,57,0.73,0.6,60,5.28,0.36,35
Christopher Ferguson,Male,Quarterback,5.83,251,34.1,9.9,84.1,17.8,59.7,59.4,10.6,7.66,4.1,5.35,1.77,29,448,484,437,42.4,9.6,4,58,0.78,0.0,40,5.06,0.25,52
Albert Shaw,Male,Cornerback,5.08,241,30.5,8.1,85.0,21.4,65.5,41.7,9.3,7.56,5.38,5.35,1.99,14,463,664,409,25.0,6.7,2,60,0.88,0.5,30,4.77,0.4,51
Sean Robertson,Male,Offensive Lineman,5.83,241,32.4,10.3,74.9,22.2,65.8,71.2,6.2,6.47,5.25,4.5,1.98,9,279,739,308,20.3,8.1,1,45,0.66,1.7,66,4.67,0.31,53
Tyler Robinson,Male,Cornerback,6.33,197,37.0,8.6,72.8,16.6,54.9,53.8,5.5,6.32,4.15,4.74,1.43,33,357,713,261,22.1,12.8,3,42,0.86,1.7,43,3.97,0.39,38
John Hawkins,Male,Offensive Lineman,6.42,150,31.5,9.9,80.6,20.9,69.0,61.9,5.6,7.89,4.76,4.64,1.8,18,346,584,419,27.4,9.9,1,33,0.86,2.0,65,3.75,0.39,31
Aaron Boone,Male,Quarterback,5.17,162,35.1,8.6,70.3,24.9,50.9,42.4,7.2,6.07,4.58,5.49,1.74,31,444,697,365,24.2,9.7,3,49,0.81,2.0,73,3.63,0.37,44
Colton Holland,Male,Running Back,6.42,244,39.4,7.5,76.0,20.7,50.9,69.5,14.6,6.34,4.34,5.35,1.88,37,284,409,356,43.3,10.8,4,15,0.91,1.6,36,3.19,0.49,38
Thomas Johnson,Male,Tight End,5.33,262,32.7,9.8,80.9,22.2,65.4,59.9,14.8,7.9,5.05,5.07,1.49,6,431,450,200,32.5,8.3,2,46,0.85,2.3,32,4.85,0.4,36
Jonathan Lane,Male,Defensive Lineman,6.83,335,26.1,10.4,76.2,23.2,51.3,47.1,7.0,7.31,5.33,5.14,1.75,45,445,506,444,22.6,9.3,4,59,0.87,1.2,62,3.71,0.28,33
Michael Jones,Male,Wide Receiver,5.67,207,33.5,8.8,66.2,22.1,63.7,48.9,5.4,7.38,4.08,4.67,1.69,7,494,719,494,24.6,8.0,2,37,0.79,1.9,73,4.23,0.26,56
Devin King,Male,Defensive Lineman,6.83,337,39.7,8.9,68.2,23.2,63.9,52.1,12.1,7.77,4.01,4.26,1.34,29,312,622,395,33.6,7.2,1,43,0.59,2.6,30,3.33,0.25,60
Scott May,Male,Offensive Lineman,5.58,294,31.5,9.1,65.3,23.6,61.9,72.7,12.4,6.66,3.87,4.66,1.84,10,500,348,326,26.9,9.6,1,25,0.64,1.7,25,4.86,0.46,58
Carl Richardson,Male,Defensive Lineman,6.42,164,26.3,8.5,77.2,21.0,50.4,46.7,11.9,5.58,4.34,4.56,1.68,7,254,472,376,37.0,6.2,1,32,0.79,1.5,36,4.51,0.37,46
Keith Walker,Male,Quarterback,5.42,177,31.0,7.8,84.6,19.0,64.7,46.5,10.4,5.67,5.21,4.38,1.77,16,297,360,398,42.4,12.9,3,17,0.89,0.9,57,5.0,0.33,55
Jason Howell,Male,Kicker,6.25,299,26.4,8.1,65.3,24.1,50.7,59.7,9.5,7.83,3.55,4.82,1.75,16,424,359,446,22.2,11.8,1,62,0.59,1.0,74,3.59,0.36,53
Allen Hernandez,Male,Tight End,6.58,172,33.5,10.5,66.1,16.7,68.5,53.8,11.6,5.99,4.64,5.3,1.36,23,328,399,257,38.2,6.3,4,25,0.83,1.6,62,5.01,0.31,36
Randall Cobb,Male,Defensive Lineman,5.33,183,35.1,9.6,81.2,17.8,69.1,52.6,14.7,6.0,5.27,4.77,1.86,18,404,549,459,42.4,10.2,3,45,0.63,2.0,43,3.51,0.46,56
Jeremy Jenkins,Male,Cornerback,5.58,212,29.8,8.0,78.1,18.5,63.2,68.4,14.6,7.15,4.95,4.97,1.32,30,406,329,227,28.1,11.5,4,61,0.66,0.2,46,4.67,0.46,33
Thomas Hunter,Male,Wide Receiver,5.92,220,32.6,9.8,73.5,18.1,55.9,64.5,12.6,6.51,5.17,5.27,1.86,36,488,322,430,24.9,13.0,1,57,0.71,0.0,69,3.33,0.29,53
Gregory Graves,Male,Running Back,5.83,334,39.3,7.7,66.8,19.2,62.4,49.2,13.5,6.28,3.72,4.56,1.96,44,265,416,423,30.6,7.4,4,61,0.88,0.3,25,3.12,0.43,45
Andre Ford,Male,Offensive Lineman,5.75,343,32.9,7.8,69.4,18.2,54.3,48.8,5.6,6.31,5.37,5.11,1.56,28,362,682,477,21.0,9.8,2,37,0.84,2.4,36,4.18,0.25,59
James Bishop,Male,Defensive Lineman,5.25,270,33.5,8.5,72.9,18.0,67.5,69.3,13.9,6.42,5.09,4.56,1.58,44,316,480,200,35.5,6.5,3,55,0.56,2.3,38,4.34,0.35,46
Brian Jackson,Male,Tight End,5.08,248,25.4,8.9,69.8,21.9,53.3,68.6,14.0,6.05,3.53,5.1,1.31,35,309,674,206,32.2,10.5,1,64,0.64,0.3,48,3.28,0.32,57
Donald Parker,Male,Offensive Lineman,5.58,237,29.4,10.0,77.8,22.2,57.1,64.8,5.4,7.28,4.34,4.69,1.45,26,360,377,225,31.5,8.7,1,30,0.64,2.4,59,3.08,0.35,31
John Figueroa,Male,Defensive Lineman,5.75,187,25.3,8.5,71.7,21.1,60.2,48.3,13.1,5.66,5.36,4.83,1.58,37,531,302,440,35.1,7.7,3,35,0.74,2.5,66,4.56,0.38,56
Mark Marsh,Male,Defensive Lineman,6.92,330,27.6,7.9,68.3,21.5,69.9,54.5,9.9,7.9,4.16,4.33,1.62,23,466,564,324,27.7,10.2,3,10,0.63,0.5,59,4.48,0.44,49
Steven Austin,Male,Defensive Lineman,6.5,228,34.0,9.2,81.3,16.4,51.3,60.8,11.8,7.48,5.42,4.99,1.58,5,347,636,383,28.6,7.0,3,13,0.91,3.0,67,4.18,0.37,60
Matthew Stevens,Male,Tight End,5.25,186,27.5,9.9,77.6,18.2,50.9,57.2,9.4,7.98,5.2,4.39,1.88,12,382,413,202,30.7,9.5,4,48,0.84,2.9,46,3.71,0.48,53
Nathan French,Male,Offensive Lineman,6.0,171,35.0,10.0,65.9,19.3,59.1,46.4,13.1,5.85,5.28,4.52,1.77,43,438,704,212,40.0,9.2,2,23,0.65,0.5,37,3.48,0.36,38
Luis Burns,Male,Linebacker,5.67,267,32.4,10.2,83.2,19.2,56.3,62.9,5.1,7.81,4.22,4.48,1.46,44,404,512,322,34.5,11.3,3,25,0.84,0.7,61,5.1,0.33,42
Michael Lee,Male,Kicker,5.75,288,34.5,7.8,66.1,23.6,53.2,40.3,12.9,6.96,5.35,4.35,1.67,34,373,576,495,29.9,12.1,1,12,0.68,2.9,44,4.12,0.38,47
Christopher Thompson,Male,Safety,5.58,259,39.0,7.7,75.3,23.1,62.1,70.0,9.4,7.59,5.42,5.24,1.59,43,292,741,440,34.7,6.1,2,54,0.64,0.0,28,5.31,0.37,41
Bradley Brewer,Male,Defensive Lineman,6.42,328,39.1,10.0,75.0,19.4,66.2,63.2,14.3,7.33,4.56,5.11,1.34,42,272,701,488,28.7,8.4,1,58,0.57,0.9,66,3.73,0.43,40
Gary Brooks,Male,Offensive Lineman,6.25,211,35.6,9.5,76.7,17.8,61.8,66.8,7.1,5.76,4.86,4.68,1.58,36,322,570,392,26.0,12.4,3,51,0.89,1.5,33,5.0,0.36,44
William Freeman,Male,Punter,6.42,181,37.7,8.9,82.7,23.7,66.1,59.1,13.0,6.9,4.81,5.13,1.36,27,341,343,470,34.4,6.3,3,41,0.6,0.3,38,3.76,0.38,43
Matthew Baker,Male,Running Back,5.58,259,38.2,7.7,65.8,21.7,53.6,46.2,13.9,7.69,5.01,5.4,1.68,12,538,723,430,21.0,8.8,2,24,0.66,2.4,37,3.91,0.5,57
Joseph Fitzpatrick,Male,Cornerback,6.25,162,38.2,8.4,84.4,24.7,53.4,68.9,10.8,7.71,3.73,4.86,1.69,45,274,476,432,38.6,9.9,1,20,0.92,0.7,40,3.56,0.27,55
Todd Adkins,Male,Defensive Lineman,6.08,240,39.4,8.2,82.5,17.7,66.0,59.7,8.1,6.9,3.7,4.76,1.97,6,519,512,476,23.3,9.7,2,34,0.72,2.4,46,3.47,0.5,51
Robert Arnold,Male,Cornerback,5.42,252,35.9,7.6,71.3,18.4,67.1,52.8,8.5,7.23,3.77,4.97,1.56,42,386,621,225,32.9,8.2,1,44,0.85,1.1,28,4.63,0.3,46
Donald Patel,Male,Kicker,5.33,167,39.0,10.2,80.3,21.1,58.5,74.3,8.8,6.15,3.77,4.77,1.44,28,508,311,440,27.9,10.3,3,13,0.79,1.9,63,3.33,0.44,39
James Shepherd,Male,Safety,6.17,250,31.0,8.2,77.5,23.0,63.7,44.1,13.3,6.23,5.21,4.92,1.86,25,442,350,479,24.4,10.2,1,11,0.8,1.1,45,4.55,0.4,52
Jeffrey White,Male,Safety,5.92,323,26.6,10.0,69.2,19.0,65.0,61.1,6.4,7.85,3.59,4.28,1.74,14,541,716,415,25.7,9.5,1,56,0.69,1.3,66,3.13,0.4,32
Daniel Garcia,Male,Kicker,6.92,256,35.7,8.2,80.4,24.6,57.8,44.8,14.1,7.09,4.14,4.97,1.7,19,375,587,338,21.9,11.2,2,26,0.7,1.9,51,5.02,0.4,57
Jeff Juarez,Male,Defensive Lineman,5.25,218,28.0,9.0,83.4,24.7,52.4,73.2,14.4,5.52,3.95,4.73,1.4,8,449,328,376,20.6,12.2,4,52,0.64,1.3,61,4.77,0.27,44
Ryan Meza,Male,Safety,5.5,153,30.7,9.7,78.3,19.7,66.6,49.6,5.8,6.35,5.15,4.29,1.43,24,340,502,404,25.6,12.1,4,46,0.88,0.7,73,3.58,0.28,59
Jacob Robbins,Male,Kicker,5.83,220,32.3,7.9,78.6,17.7,52.2,49.2,11.1,6.58,3.85,5.49,1.5,22,412,326,363,39.0,12.6,1,27,0.77,1.6,66,4.6,0.35,34
Mark Cook,Male,Punter,5.75,185,30.9,7.5,77.3,19.4,50.1,64.5,13.6,5.91,5.01,4.43,1.59,29,428,719,350,37.7,12.5,3,38,0.68,0.3,62,4.77,0.41,38
Christopher King,Male,Defensive Lineman,5.58,247,32.2,10.0,84.9,24.3,57.2,70.8,8.3,5.77,4.84,4.66,1.3,36,394,672,396,28.7,11.2,4,47,0.69,1.3,72,4.46,0.31,49
Shane Stevens,Male,Tight End,6.75,292,39.7,9.0,73.2,24.5,54.5,47.1,5.9,6.02,4.23,5.17,1.66,22,425,738,430,24.2,10.5,1,50,0.64,2.8,72,3.62,0.48,46
Jacob Terry,Male,Defensive Lineman,5.08,205,39.6,7.8,77.2,18.3,60.0,52.6,13.5,7.28,4.39,4.37,1.84,19,533,367,453,35.9,7.7,3,41,0.79,0.2,32,4.76,0.4,55
Rodney Trujillo,Male,Cornerback,6.0,209,26.4,7.9,66.8,18.0,66.5,49.6,9.2,7.14,3.52,4.22,1.96,22,400,433,340,40.3,6.8,2,50,0.6,0.2,57,4.19,0.26,55
Nicholas Price,Male,Kicker,6.42,337,38.9,9.8,78.4,22.0,56.2,46.8,9.1,6.64,4.52,5.46,1.54,19,507,741,392,31.6,12.6,2,51,0.78,1.0,73,4.56,0.34,45
Richard Elliott,Male,Safety,6.42,151,38.7,10.0,65.3,24.2,58.4,47.5,7.1,7.73,4.56,4.6,1.75,32,340,671,471,33.1,8.2,2,32,0.75,2.5,67,4.92,0.4,30
John Moreno,Male,Defensive Lineman,6.5,186,34.9,7.5,79.4,16.2,60.2,54.3,13.0,7.21,4.7,5.23,1.48,24,446,561,394,30.6,6.7,2,53,0.57,1.7,37,4.93,0.35,59
James Gomez,Male,Tight End,6.17,295,25.4,8.0,71.6,18.6,53.2,64.3,10.8,6.46,3.89,4.47,1.46,24,395,491,292,33.9,10.3,3,60,0.89,2.3,71,4.31,0.46,55
Danny Carter,Male,Linebacker,5.17,187,38.9,7.6,73.5,20.8,50.4,62.7,13.2,7.45,3.66,4.6,1.68,9,382,554,360,20.9,8.4,2,61,0.71,1.3,58,5.11,0.4,46
