ID,Name,Gender,Height (ft),Weight (lbs),Arm Length (inches),Hand Size (inches),Max Velocity (mph),Vertical Jump (inches),Broad Jump (feet),Date,Sport,Activity.Name,Position.Name,Total.Duration,Total.Player.Load,Total.Distance..m.,Training.HSR,Heart.Rate.Exertion,Heart.Rate.Exertion.Per.Minute,Velocity.B3..Total...Efforts..Gen.2...Set.2.,Velocity.Band.2.Total.Distance..Set.2...m.,Velocity.Band.3.Total.Distance..Set.2...m.,Velocity.Band.4.Total.Distance..Set.2...m.,Acceleration.B2.3.Total.Efforts..Gen.2.,Deceleration.B2.3.Total.Efforts..Gen.2.,IMA.H.M.Accel,IMA.H.M.Decel,IMA.CoD.Left.High,IMA.CoD.Left.Medium,IMA.CoD.Right.High,IMA.CoD.Right.Medium,Maximum.Velocity..mph.,Week_of_Year
800,Grace Perez,Female,6.34,114,29.6,9.5,10.4,40,7.1,10/12/2021,Soccer,Training,Defender,31.63,328.7,4815.52,8.39,6571.56,149.2,1.19,378.99,913.96,788.42,28.94,68.19,17.54,37.96,35.57,32.0,25.44,35.24,15.45,41
801,Frank Lopez,Male,5.91,190,29.7,8.0,13.7,32,9.6,10/13/2021,Soccer,Training,Defender,60.15,1070.01,1586.95,4.51,11699.5,120.45,5.93,833.55,915.14,525.57,12.62,0.2,27.15,41.91,34.3,43.85,30.84,5.97,14.4,41
802,Diana Perez,Female,4.81,132,25.0,6.2,16.1,48,7.3,10/14/2021,Soccer,Training,Defender,150.66,434.21,6501.25,7.83,15094.49,96.24,4.92,482.52,396.84,117.67,56.6,27.22,38.23,61.89,2.25,13.26,23.4,2.9,11.07,41
803,Charlie Khan,Male,5.65,224,27.6,8.9,14.2,28,7.7,10/15/2021,Soccer,Game,Defender,136.33,161.51,3447.35,9.14,4371.56,146.68,2.02,457.55,962.39,412.45,0.1,14.91,11.29,73.54,60.78,20.4,5.22,7.85,3.17,42
804,Nina Evans,Female,5.71,115,38.1,8.5,12.0,46,6.8,10/16/2021,Soccer,Training,Defender,108.96,471.73,2083.45,9.06,15299.42,143.79,6.4,174.78,545.27,666.63,7.27,1.25,9.03,67.28,6.31,46.49,13.8,30.1,6.92,42
805,Steve Davis,Male,5.35,165,31.6,9.9,20.9,49,7.4,10/17/2021,Soccer,Game,Defender,16.26,525.89,9390.13,2.02,11751.4,93.58,6.48,756.94,680.29,451.49,22.86,31.95,42.98,79.68,36.56,22.59,9.57,14.65,9.59,42
806,Nina Nelson,Female,5.97,146,39.8,8.2,22.2,26,7.9,10/19/2021,Soccer,Training,Defender,122.3,983.37,8761.29,4.78,3056.25,155.91,9.41,668.39,762.24,585.8,51.29,4.93,44.33,18.78,9.37,39.48,37.08,23.48,13.14,42
807,Paul Harris,Male,6.37,247,30.9,7.3,13.9,42,10.0,10/20/2021,Soccer,Training,Defender,78.05,590.66,8303.74,8.27,9144.82,179.47,1.35,469.78,4.49,705.15,44.11,37.19,22.18,36.88,26.75,19.63,0.37,10.51,1.57,42
808,Jack Owens,Male,6.35,223,35.7,8.1,21.6,43,8.6,10/21/2021,Soccer,Training,Defender,17.82,282.68,6890.44,1.39,10521.17,160.3,5.96,75.79,516.66,831.8,16.16,75.35,53.6,25.52,18.56,37.73,1.34,37.73,13.93,42
809,Leo Khan,Male,5.4,100,29.2,9.9,15.8,24,11.6,10/22/2021,Soccer,Game,Defender,132.69,460.16,7603.77,2.5,1342.05,81.67,1.18,799.33,723.79,482.98,17.55,16.93,30.67,32.29,39.51,10.63,8.22,1.67,2.77,43
810,Rita Taylor,Female,4.73,186,30.5,8.8,17.6,24,5.3,10/23/2021,Soccer,Training,Defender,26.69,1078.49,6576.71,4.44,5163.54,181.05,0.57,118.13,554.52,59.79,66.18,25.88,48.59,8.63,42.14,54.14,15.46,17.93,8.33,43
811,Charlie Jackson,Male,6.47,227,27.9,8.7,22.8,36,8.5,10/24/2021,Soccer,Game,Defender,170.22,255.4,4032.93,3.36,16953.82,123.59,8.88,826.18,470.93,810.8,32.75,59.06,24.22,17.51,26.24,39.33,4.14,7.78,4.72,43
812,Alice Smith,Female,6.18,166,30.2,7.0,21.2,49,9.1,10/26/2021,Soccer,Training,Defender,57.78,516.15,9743.8,7.75,13300.4,97.49,6.3,679.74,27.07,707.07,54.85,33.01,41.69,34.06,61.47,60.24,40.65,2.75,8.01,43
813,Leo Evans,Male,4.75,103,33.2,9.0,22.1,28,11.4,10/27/2021,Soccer,Training,Defender,38.91,636.69,5164.41,3.67,17352.81,101.98,5.84,878.07,791.04,918.2,43.76,25.8,5.65,27.35,31.43,48.11,17.7,1.54,17.99,43
814,Quincy Anderson,Male,6.34,146,39.9,9.0,12.1,25,5.3,10/28/2021,Soccer,Training,Defender,160.24,325.46,4604.3,8.11,12465.91,101.63,1.28,915.04,783.58,628.46,42.16,40.43,20.61,68.7,18.31,21.67,36.3,27.53,13.32,43
815,Alice Lopez,Female,6.24,137,35.0,7.3,11.0,44,9.0,10/29/2021,Soccer,Game,Defender,30.38,550.05,1429.55,5.23,15200.2,170.74,0.57,897.4,404.61,659.64,2.65,10.89,15.93,65.14,25.91,49.76,17.38,27.7,5.42,44
816,Diana Roberts,Female,5.54,242,28.0,7.9,23.4,38,11.0,11/8/2021,Soccer,Conditioning,Defender,68.36,306.81,5001.42,9.08,3091.31,84.32,5.87,813.64,673.54,312.49,44.19,9.63,39.08,23.51,13.06,56.38,26.96,38.42,5.81,45
817,Steve Foster,Male,5.68,120,25.7,7.2,15.8,35,6.7,11/10/2021,Soccer,Conditioning,Defender,85.68,644.77,5558.37,4.22,6333.05,161.44,2.7,551.38,119.62,446.05,60.07,17.5,59.63,82.78,14.43,52.98,8.98,19.24,2.64,45
818,Mona Smith,Female,5.3,156,26.9,7.0,14.3,40,11.1,11/15/2021,Soccer,Conditioning,Defender,156.58,670.85,1231.53,4.74,8937.72,172.98,5.49,775.12,690.84,549.37,13.47,34.3,5.36,12.65,9.89,38.11,6.92,19.33,15.77,46
819,Rita Owens,Female,4.61,216,33.4,6.1,20.9,21,5.1,11/17/2021,Soccer,Game,Defender,89.1,938.35,7084.91,1.37,5273.59,101.06,7.29,938.12,321.05,310.79,31.48,1.0,35.78,84.4,48.67,52.08,10.82,14.37,13.52,46
820,Oscar Roberts,Male,5.17,145,36.5,7.1,22.5,29,10.1,8/13/2021,Soccer,Training,Defender,125.5,1089.28,3088.75,9.43,12317.11,96.44,2.18,59.43,281.76,354.23,53.72,25.98,57.04,33.5,57.42,60.52,32.77,26.81,2.72,33
821,Mona Jackson,Female,6.11,241,39.1,8.2,22.9,35,11.5,8/14/2021,Soccer,Training,Defender,139.88,999.04,5626.65,2.98,15299.22,80.12,6.1,709.75,415.0,518.1,66.82,67.97,15.4,2.58,11.49,16.31,1.64,14.9,17.25,33
822,Nina Anderson,Female,4.51,244,25.2,6.0,14.7,24,9.6,8/14/2021,Soccer,Training,Defender,80.93,493.42,4821.09,2.15,7434.15,115.41,5.61,675.6,24.48,952.51,37.68,59.84,22.25,70.45,62.0,60.66,5.99,9.99,2.05,33
823,Rita Foster,Female,5.17,138,32.8,7.1,22.8,34,8.1,8/16/2021,Soccer,Training,Defender,85.26,847.41,6307.25,4.06,14688.42,122.73,3.28,695.1,219.83,633.72,59.72,9.91,23.5,59.82,12.84,58.43,31.6,6.06,3.42,33
824,Leo Harris,Male,5.3,236,32.1,9.5,10.6,32,5.3,8/17/2021,Soccer,Training,Defender,48.93,548.39,6803.63,0.04,1233.24,87.92,7.66,235.14,802.13,619.6,56.85,39.01,34.52,20.33,29.64,51.75,34.62,1.5,5.75,33
825,Rita Irwin,Female,5.57,198,34.8,8.4,10.7,32,11.4,8/17/2021,Soccer,Training,Defender,56.11,804.53,87.27,5.41,15325.33,131.68,1.72,824.56,802.42,518.14,64.79,8.49,34.82,10.85,23.03,4.73,25.04,0.08,6.14,33
826,Grace Roberts,Female,6.34,176,33.4,8.4,19.4,32,8.3,8/18/2021,Soccer,Game,Defender,163.16,678.06,1309.57,5.9,8767.68,104.87,8.25,525.53,6.17,448.42,52.13,8.37,28.52,76.23,31.39,60.96,38.88,0.54,12.17,33
827,Diana Owens,Female,5.19,214,35.3,7.6,10.9,34,5.2,8/19/2021,Soccer,Training,Defender,173.0,543.84,6606.52,6.86,7275.38,94.56,3.94,240.4,491.65,532.22,25.74,0.94,36.77,80.48,41.86,13.79,29.7,18.21,12.29,33
828,Diana Harris,Female,5.19,233,34.9,8.7,14.9,33,9.8,8/22/2021,Soccer,Training,Defender,131.35,617.27,8178.99,4.86,9261.51,134.32,8.51,909.52,172.77,475.52,55.57,25.95,37.16,28.05,3.05,29.98,24.89,32.55,8.8,34
829,Charlie Evans,Male,5.98,190,26.8,6.8,20.1,27,8.4,8/23/2021,Soccer,Training,Defender,71.07,334.85,4008.02,7.65,15521.37,132.2,8.18,747.15,533.47,218.95,19.11,55.76,46.6,25.65,38.17,45.5,34.17,12.26,2.32,34
830,Karen Roberts,Female,5.4,197,37.0,9.3,15.1,30,5.9,8/24/2021,Soccer,Training,Defender,91.36,295.56,7806.64,0.96,14926.66,74.73,2.61,61.74,718.42,272.86,40.8,10.45,17.14,75.17,33.96,6.33,6.66,36.59,14.59,34
831,Steve Harris,Male,4.95,219,26.8,6.5,12.7,37,6.5,8/24/2021,Soccer,Training,Defender,145.84,727.6,1116.59,2.5,17027.58,91.19,2.85,707.5,231.95,792.23,44.92,71.81,5.92,46.27,31.61,48.64,15.67,28.08,10.21,34
832,Paul Taylor,Male,5.4,145,35.5,8.6,14.2,43,5.5,8/25/2021,Soccer,Training,Defender,103.04,957.53,1531.28,5.55,3127.56,162.3,0.17,812.01,179.93,606.14,48.96,63.08,44.62,5.18,3.06,28.08,2.65,12.04,13.48,34
833,Oscar Taylor,Male,4.78,137,31.2,7.4,16.9,23,9.0,8/27/2021,Soccer,Game,Defender,139.19,252.67,4113.78,6.01,10221.95,87.91,8.32,862.9,743.1,720.19,38.78,48.25,49.68,47.75,23.98,48.54,39.68,20.97,0.45,35
834,Karen Davis,Female,4.85,241,32.7,9.0,17.1,45,9.4,8/28/2021,Soccer,Game,Defender,53.48,165.31,4427.39,1.08,15161.41,67.57,7.95,34.13,156.7,166.38,32.69,34.69,25.5,7.91,28.62,4.64,6.34,16.02,14.97,35
835,Frank Irwin,Male,5.5,199,38.5,8.2,21.7,29,8.5,8/30/2021,Soccer,Training,Defender,64.11,465.52,6203.17,1.49,10348.83,109.58,7.43,373.09,455.95,728.56,5.05,71.64,23.34,70.17,19.75,19.31,7.37,0.11,6.69,35
836,Eve Khan,Female,5.34,171,38.3,7.8,21.3,20,10.7,8/31/2021,Soccer,Training,Defender,172.72,224.27,7818.1,2.02,10533.03,159.05,4.85,83.94,361.76,575.6,19.85,62.8,58.19,25.31,44.66,38.14,25.69,13.97,4.35,35
837,Bob Perez,Male,6.33,134,37.3,6.7,16.9,48,11.0,9/1/2021,Soccer,Training,Defender,169.8,996.11,1829.47,1.51,9327.65,61.03,3.97,60.8,840.4,26.68,55.09,27.43,27.04,49.47,50.84,3.2,22.11,27.32,2.95,35
838,Quincy Jackson,Male,5.22,246,32.7,8.5,22.7,24,9.3,9/2/2021,Soccer,Training,Defender,130.66,414.81,3938.38,9.19,16228.3,84.57,6.44,588.6,701.32,31.02,4.25,43.76,3.68,17.51,34.42,27.17,27.74,27.51,10.52,35
839,Eve Davis,Female,5.66,129,36.0,9.9,11.7,32,5.1,9/3/2021,Soccer,Game,Defender,29.06,570.17,5482.72,8.99,2550.36,60.05,0.34,188.94,339.53,620.36,48.54,69.75,24.96,30.55,18.01,10.09,35.71,11.22,3.38,36
840,Steve Anderson,Male,5.76,177,32.7,9.3,13.8,20,9.9,9/4/2021,Soccer,Training,Defender,147.01,470.67,7020.38,0.01,13202.03,75.74,2.03,948.85,809.16,385.47,62.3,28.97,13.09,75.12,33.09,32.47,22.08,39.24,10.42,36
841,Oscar Khan,Male,4.53,183,38.0,6.2,22.4,42,7.9,9/5/2021,Soccer,Game,Defender,37.61,358.75,1285.56,4.48,2621.32,174.73,2.05,272.49,353.11,209.51,43.41,62.0,19.62,31.26,14.49,6.01,28.42,17.47,11.32,36
842,Steve Brown,Male,5.83,212,31.0,7.5,15.7,27,9.0,9/7/2021,Soccer,Training,Defender,35.14,974.46,5412.31,6.25,8837.18,168.85,5.12,287.25,870.83,865.49,59.37,1.25,43.86,65.89,10.04,10.7,13.84,38.13,17.93,36
843,Charlie Harris,Male,4.86,124,39.6,9.7,24.7,22,9.5,9/8/2021,Soccer,Training,Defender,157.33,343.7,1506.23,2.36,5301.87,152.21,7.43,915.89,448.99,160.16,32.66,29.99,41.4,15.39,18.44,9.09,9.16,7.5,6.13,36
844,Oscar Mitchell,Male,6.42,187,39.0,8.0,17.0,22,7.5,9/10/2021,Soccer,Training,Defender,18.23,336.28,1136.87,3.24,1018.07,117.76,3.73,183.3,627.7,341.51,16.19,59.15,59.0,82.53,32.37,37.4,5.78,38.17,2.25,37
845,Charlie Roberts,Male,4.8,113,36.1,8.6,21.9,26,11.4,9/11/2021,Soccer,Training,Defender,18.15,826.45,10406.49,7.47,12146.35,72.82,9.65,274.64,128.41,830.38,16.25,11.61,25.23,3.47,19.68,44.95,7.96,5.7,8.08,37
846,Bob Jackson,Male,5.33,201,29.2,9.7,16.0,23,5.9,9/12/2021,Soccer,Game,Defender,173.82,512.99,2668.67,2.67,1456.54,129.83,3.29,491.88,349.42,748.46,62.46,40.01,52.89,6.16,41.25,47.93,13.24,17.97,14.66,37
847,Eve Taylor,Female,4.67,249,27.0,9.5,16.4,22,9.7,9/14/2021,Soccer,Training,Defender,133.47,971.83,8415.9,6.57,10863.74,180.83,7.97,802.42,921.44,438.3,11.63,25.54,50.12,12.66,21.63,63.62,35.13,15.33,2.64,37
848,Eve Smith,Female,6.49,182,37.8,8.0,15.7,34,5.0,9/15/2021,Soccer,Training,Defender,97.78,448.36,8815.86,5.52,12317.05,174.93,8.89,840.67,718.86,980.55,37.72,32.92,47.54,66.48,16.49,27.06,22.75,37.62,11.71,37
849,Grace Davis,Female,5.5,209,27.5,7.8,20.8,27,11.5,9/16/2021,Soccer,Training,Defender,106.3,789.41,615.98,7.8,15751.8,156.17,1.62,876.03,955.59,700.82,11.26,65.44,19.08,10.38,44.51,2.24,14.48,21.62,10.7,37
850,Bob Mitchell,Male,5.69,230,37.8,7.4,18.2,22,5.8,9/17/2021,Soccer,Game,Defender,57.7,1073.92,9510.19,3.15,12552.68,155.99,3.79,803.19,969.01,847.7,9.68,30.81,55.45,58.15,8.42,31.34,7.6,6.98,3.36,38
851,Paul Owens,Male,4.63,118,32.4,8.9,24.2,48,5.7,9/18/2021,Soccer,Training,Defender,138.93,961.13,4378.32,7.45,3704.87,126.82,5.93,969.35,288.32,659.04,0.62,36.02,33.14,85.04,50.27,14.73,12.07,24.48,8.79,38
852,Hank Clark,Male,6.0,127,31.1,7.1,13.8,49,7.3,9/19/2021,Soccer,Game,Defender,88.22,1052.92,249.89,2.97,11452.69,114.07,1.74,464.05,663.32,738.37,40.85,40.43,28.09,57.99,23.37,19.33,31.83,11.68,0.69,38
853,Rita Roberts,Female,4.92,170,38.5,7.0,11.5,26,7.6,9/21/2021,Soccer,Training,Defender,141.06,847.11,5953.54,6.31,8338.42,146.38,3.48,157.04,638.09,142.34,65.16,35.55,30.35,65.64,13.02,29.25,7.65,19.6,5.37,38
854,Steve Davis,Male,6.3,162,34.1,7.4,15.9,37,6.5,9/22/2021,Soccer,Training,Defender,61.6,204.08,10541.5,0.83,11175.18,74.32,3.53,842.37,805.92,782.29,64.87,60.0,25.16,66.26,26.46,27.72,19.95,10.57,1.99,38
855,Ivy Roberts,Female,4.91,172,33.6,6.7,19.3,30,9.1,9/23/2021,Soccer,Training,Defender,50.98,538.96,4089.01,0.6,5960.24,145.46,2.87,347.48,589.0,789.23,57.34,46.9,38.27,29.83,14.77,39.34,25.87,5.48,3.34,38
856,Steve Lopez,Male,4.88,223,33.4,8.8,22.9,30,8.1,9/24/2021,Soccer,Game,Defender,152.15,773.15,6319.02,9.45,9001.9,132.41,1.28,572.04,509.09,86.07,39.21,48.14,30.07,5.89,59.56,13.08,22.14,20.91,14.31,39
857,Nina Quinn,Female,4.57,218,30.6,8.5,15.2,36,5.2,9/25/2021,Soccer,Training,Defender,49.97,550.89,9307.97,4.03,10441.92,144.47,1.36,668.64,439.55,896.86,11.4,58.03,36.22,37.68,29.0,47.24,38.39,12.17,13.47,39
858,Steve Khan,Male,5.44,220,36.8,7.9,19.8,47,7.2,9/26/2021,Soccer,Training,Defender,137.35,152.31,5760.05,8.17,2261.63,98.86,7.17,469.36,866.24,178.88,29.7,6.13,36.56,64.51,40.24,9.91,9.51,36.99,6.89,39
859,Eve Jackson,Female,5.63,118,28.8,7.6,15.3,25,10.7,9/28/2021,Soccer,Training,Defender,142.68,399.42,10653.17,5.14,13114.58,150.68,2.22,171.52,632.48,694.22,30.14,73.32,44.51,53.95,40.18,44.66,38.25,7.96,10.31,39
860,Mona Owens,Female,4.63,241,39.1,9.6,19.3,27,9.8,9/30/2021,Soccer,Training,Defender,176.11,267.74,8924.38,1.02,6081.75,158.23,4.34,517.28,951.53,979.25,14.03,50.43,34.05,38.31,44.57,35.27,40.38,12.08,4.82,39
861,Paul Taylor,Male,6.05,219,38.4,6.1,23.3,20,10.1,10/1/2021,Soccer,Training,Defender,146.18,1062.28,3032.86,5.18,16888.11,58.93,8.0,562.21,624.89,76.46,25.64,0.33,44.5,44.98,34.16,35.85,35.12,27.28,3.21,40
862,Grace Perez,Female,5.41,160,30.1,9.1,13.5,48,9.9,10/3/2021,Soccer,Training,Defender,23.13,351.26,7004.64,3.77,7540.11,68.92,9.09,872.86,424.06,299.16,60.42,60.7,9.04,50.73,23.84,8.33,27.19,33.17,0.52,40
863,Hank Davis,Male,5.55,129,35.9,9.6,16.1,29,7.2,10/5/2021,Soccer,Training,Defender,30.56,195.22,8634.98,4.17,16840.3,73.54,9.7,360.81,310.81,499.37,26.6,27.56,24.49,57.57,34.36,29.61,2.46,34.24,17.06,40
864,Paul Nelson,Male,5.38,108,33.6,7.8,24.9,47,5.7,10/6/2021,Soccer,Individual,Defender,70.49,262.18,8246.72,7.45,12378.5,84.36,7.1,212.42,297.51,873.29,46.63,52.25,56.35,31.81,32.72,6.2,37.58,32.53,0.04,40
865,Oscar Foster,Male,5.3,163,30.1,8.2,23.0,44,6.9,10/6/2021,Soccer,Training,Defender,26.53,822.7,9361.78,8.3,17117.78,64.33,7.4,168.15,437.77,926.82,27.46,60.08,0.23,2.9,29.12,11.45,37.96,20.4,5.41,40
866,Tina Evans,Female,5.62,219,39.8,9.8,18.5,38,10.8,10/8/2021,Soccer,Game,Defender,125.18,688.02,8036.61,2.87,14786.37,185.19,1.17,154.05,629.85,686.34,58.76,63.57,13.46,68.88,29.75,38.49,7.19,8.27,16.09,41
867,Charlie Brown,Male,4.81,151,25.4,6.8,17.7,22,11.9,10/9/2021,Soccer,Training,Defender,32.01,745.22,7091.16,7.73,13087.6,67.54,1.2,702.1,714.27,17.45,50.53,44.21,37.36,30.66,0.81,25.51,32.62,31.04,16.09,41
868,Quincy Taylor,Male,4.86,188,28.8,8.1,14.3,23,8.5,10/10/2021,Soccer,Game,Defender,169.77,456.26,4700.37,5.18,6391.68,173.35,1.06,378.18,750.39,97.22,63.88,2.6,29.94,74.84,6.03,45.7,30.35,1.59,8.22,41
869,Grace Mitchell,Female,6.22,241,32.8,7.9,17.8,30,5.1,10/12/2021,Soccer,Individual,Defender,92.0,439.96,7341.97,6.07,17053.91,62.43,2.4,679.45,683.46,440.44,29.21,22.98,48.12,3.11,56.52,28.63,39.07,23.68,9.76,41
870,Mona Khan,Female,6.39,152,32.8,7.0,22.7,34,6.0,10/12/2021,Soccer,Training,Defender,34.24,720.47,5424.23,5.47,5391.47,70.61,1.82,456.21,916.63,768.05,50.46,35.14,2.44,37.66,60.04,50.4,6.23,24.38,11.29,41
871,Charlie Brown,Male,5.25,177,33.8,9.3,20.3,20,7.3,10/13/2021,Soccer,Individual,Defender,91.57,869.77,9595.27,1.84,2810.43,162.58,9.83,663.86,168.48,651.84,40.85,75.89,50.71,61.49,54.98,36.06,5.81,27.19,3.4,41
872,Mona Evans,Female,5.04,140,36.3,9.6,14.4,28,9.1,10/13/2021,Soccer,Training,Defender,94.38,1014.12,9021.82,9.49,1081.22,92.37,1.62,716.93,25.89,301.18,17.13,57.29,32.49,54.1,3.56,8.04,11.31,2.18,11.78,41
873,Nina Clark,Female,5.79,167,34.4,9.1,13.0,30,5.5,10/14/2021,Soccer,Training,Defender,176.31,483.55,5909.92,1.28,10095.85,148.13,3.22,272.72,932.07,350.45,51.63,47.63,38.75,46.63,16.12,28.38,5.64,18.03,1.0,41
874,Diana Evans,Female,5.32,107,34.0,6.8,14.0,38,11.6,10/15/2021,Soccer,Game,Defender,66.95,1001.77,5163.0,2.16,12938.04,112.5,1.01,654.56,758.64,327.79,55.48,40.82,20.7,85.44,26.46,60.82,9.95,14.97,11.57,42
875,Paul Davis,Male,4.55,101,25.8,6.3,12.5,32,7.6,10/16/2021,Soccer,Training,Defender,127.78,840.85,258.22,7.38,16403.5,123.66,2.16,404.67,543.6,878.53,45.56,73.58,28.63,64.57,45.17,29.43,16.74,33.86,2.08,42
876,Ivy Smith,Female,4.81,204,30.6,8.4,11.4,45,11.4,10/17/2021,Soccer,Game,Defender,17.83,67.45,4614.13,7.78,3396.44,81.9,6.41,962.49,645.81,289.31,40.26,43.39,7.91,1.52,60.2,26.98,29.69,4.4,3.35,42
877,Paul Owens,Male,5.93,224,28.5,6.2,16.3,35,10.5,10/20/2021,Soccer,Individual,Defender,82.8,645.64,7252.54,3.83,7101.61,182.85,3.23,809.61,842.89,971.63,30.34,15.93,31.04,17.03,60.29,58.75,15.46,16.62,9.02,42
878,Ivy Evans,Female,5.82,209,29.0,8.7,11.7,23,10.3,10/20/2021,Soccer,Training,Defender,32.04,480.72,5777.91,2.76,4360.92,160.07,7.42,386.82,948.57,844.59,4.89,56.15,50.87,48.15,41.61,51.12,1.57,8.75,13.87,42
879,Eve Roberts,Female,4.55,185,33.3,8.1,12.6,20,9.2,10/21/2021,Soccer,Training,Defender,58.79,585.78,1066.49,9.72,12225.24,166.0,9.92,30.23,261.86,311.02,44.06,54.18,17.48,50.52,36.82,29.6,29.55,34.41,10.11,42
880,Nina Nelson,Female,4.94,219,28.0,8.7,18.2,39,9.4,10/22/2021,Soccer,Game,Defender,28.42,788.72,6169.7,3.91,1644.35,131.67,7.34,971.73,830.64,776.53,18.52,63.7,0.36,86.55,7.81,4.0,30.45,21.4,7.62,43
881,Leo Irwin,Male,4.96,226,29.4,8.4,12.5,32,9.5,10/23/2021,Soccer,Training,Defender,58.37,738.91,2913.43,6.65,13840.51,150.24,6.39,201.04,330.22,343.03,0.56,7.41,2.64,33.8,43.39,0.12,15.58,27.25,3.42,43
882,Nina Khan,Female,5.84,115,28.6,7.7,11.0,20,9.4,10/24/2021,Soccer,Game,Defender,14.18,1000.4,6518.83,4.8,12675.68,177.97,7.24,919.81,686.93,696.94,34.61,14.15,11.41,31.04,61.55,48.31,9.76,13.04,16.93,43
883,Mona Clark,Female,4.54,161,39.2,6.8,14.8,24,8.9,10/26/2021,Soccer,Training,Defender,53.5,922.41,4370.5,4.35,7648.76,122.72,3.86,793.75,564.51,386.34,20.55,40.17,5.56,51.72,41.62,4.77,17.21,5.59,8.38,43
884,Tina Khan,Female,4.71,212,39.2,7.2,13.3,24,11.9,10/27/2021,Soccer,Training,Defender,108.81,355.33,2848.48,6.23,1493.7,112.68,3.12,798.73,26.92,759.21,32.59,18.78,25.53,18.65,18.73,41.75,32.52,24.96,3.75,43
885,Oscar Roberts,Male,6.1,111,34.1,8.1,17.7,33,10.1,10/28/2021,Soccer,Training,Defender,31.28,628.66,182.37,9.06,15858.85,117.04,8.62,959.95,635.67,663.94,62.41,1.1,40.07,26.17,14.13,25.82,5.85,29.55,16.63,43
886,Hank Taylor,Male,4.86,134,38.9,8.6,11.5,46,10.4,10/29/2021,Soccer,Game,Defender,103.99,645.05,5341.13,5.43,807.51,160.48,9.91,621.37,682.39,30.7,36.68,21.33,19.37,52.43,32.72,43.41,7.74,39.68,17.04,44
887,Mona Foster,Female,5.81,110,36.8,9.1,21.3,42,11.1,11/8/2021,Soccer,Conditioning,Defender,104.79,266.57,4605.7,3.15,12631.94,143.02,0.81,942.75,690.55,17.56,41.65,13.34,31.92,67.31,54.38,22.49,30.95,18.01,9.11,45
888,Grace Anderson,Female,4.98,163,33.8,9.1,23.6,33,6.5,11/10/2021,Soccer,Conditioning,Defender,138.45,1077.21,3314.91,3.15,6728.29,136.46,4.97,582.26,419.4,483.0,45.1,59.29,7.99,17.95,15.93,61.67,0.8,36.18,11.12,45
889,Eve Foster,Female,4.7,149,25.1,9.9,21.2,27,5.6,11/15/2021,Soccer,Conditioning,Defender,8.12,210.82,8760.26,6.38,4191.41,87.43,4.53,939.98,705.27,183.65,62.01,4.0,48.17,18.92,11.01,22.4,37.81,9.15,9.61,46
890,Hank Davis,Male,4.99,248,36.6,7.1,18.0,23,8.4,11/17/2021,Soccer,Game,Defender,160.24,675.48,476.73,4.95,994.17,61.95,7.62,31.89,462.06,280.84,65.4,36.65,35.86,4.5,30.3,44.69,21.23,5.99,17.27,46
891,Oscar Roberts,Male,5.94,168,35.5,6.3,22.9,26,8.6,11/29/2021,Soccer,Game,Defender,28.59,271.76,2875.62,7.87,15618.81,134.56,7.58,161.44,196.13,599.69,24.93,2.96,21.93,63.33,51.26,53.75,17.98,29.55,12.64,48
892,Nina Khan,Female,6.21,147,34.2,7.4,20.4,39,10.8,12/1/2021,Soccer,Conditioning,Defender,12.42,1100.03,5827.71,6.0,15000.15,62.24,3.1,65.23,353.76,222.08,23.06,58.54,20.59,27.75,12.18,48.96,22.05,34.03,5.14,48
893,Paul Taylor,Male,6.16,119,36.4,9.0,10.2,38,8.1,8/13/2021,Soccer,Training,Defender,150.68,867.37,739.37,3.08,2371.93,155.62,1.31,830.69,791.96,129.48,10.41,55.19,32.86,59.45,49.03,42.6,14.92,35.17,16.98,33
894,Alice Khan,Female,5.29,200,32.7,7.8,15.9,34,9.0,8/14/2021,Soccer,Training,Defender,65.53,61.1,8975.29,6.62,17478.38,122.72,4.5,214.58,605.11,204.49,19.65,33.22,11.65,0.92,31.82,34.13,32.63,18.54,7.04,33
895,Nina Nelson,Female,5.84,236,35.6,9.3,22.8,41,8.7,8/14/2021,Soccer,Training,Defender,103.08,756.55,4111.74,9.3,14698.89,133.4,3.14,492.94,406.55,828.13,11.61,52.41,18.65,67.72,21.51,63.8,28.84,34.67,0.73,33
896,Quincy Foster,Male,4.91,167,39.0,8.2,15.2,23,5.3,8/16/2021,Soccer,Training,Defender,30.72,1110.19,2545.48,0.9,5637.27,56.52,4.46,533.38,341.16,347.48,11.57,15.59,12.38,15.98,14.3,35.09,20.5,18.83,0.48,33
897,Grace Davis,Female,5.09,134,30.6,9.7,10.5,49,9.3,8/17/2021,Soccer,Training,Defender,128.77,222.44,3053.08,6.27,4129.08,108.43,6.64,861.39,630.04,859.97,34.83,27.62,6.25,38.26,60.35,25.74,11.16,32.58,1.93,33
898,Grace Lopez,Female,6.29,164,35.6,9.8,21.2,38,10.8,8/17/2021,Soccer,Training,Defender,103.56,56.16,8722.96,4.13,17034.75,74.93,1.1,896.05,58.38,207.69,63.27,73.56,42.1,58.0,60.19,41.33,10.7,27.09,15.21,33
